Sample	serialized_eq_classes	num_mapped	frag_dist_length	num_bootstraps	call	num_libraries	library_types	end_time	samp_type	num_targets	percent_mapped	salmon_version	eq_class_properties	num_bias_bins	mapping_type	length_classes	num_processed	start_time	seq_bias_correct	gc_bias_correct
ERR1146524	False	2287704	1000001	100	quant	1	['IU']	Thu Oct 26 19:59:16 2017	bootstrap	129918	70.05980046910615	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3265359	Thu Oct 26 19:50:19 2017	True	True
ERR1146525	False	2307839	1000001	100	quant	1	['IU']	Thu Oct 26 20:02:48 2017	bootstrap	129918	80.4523143855148	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2868580	Thu Oct 26 19:50:31 2017	True	True
ERR1146526	False	3306741	1000001	100	quant	1	['IU']	Thu Oct 26 20:02:55 2017	bootstrap	129918	59.990410216330716	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5512116	Thu Oct 26 19:50:51 2017	True	True
ERR1146527	False	590866	1000001	100	quant	1	['IU']	Thu Oct 26 20:01:08 2017	bootstrap	129918	6.210829265421276	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	9513480	Thu Oct 26 19:51:03 2017	True	True
ERR1146528	False	2221333	1000001	100	quant	1	['IU']	Thu Oct 26 20:03:54 2017	bootstrap	129918	60.84318588627783	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3650915	Thu Oct 26 19:51:31 2017	True	True
ERR1146529	False	3275724	1000001	100	quant	1	['IU']	Thu Oct 26 20:02:11 2017	bootstrap	129918	69.26397443360406	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4729333	Thu Oct 26 19:51:30 2017	True	True
ERR1146530	False	3734863	1000001	100	quant	1	['IU']	Thu Oct 26 20:00:54 2017	bootstrap	129918	83.61103213602122	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4466950	Thu Oct 26 19:51:38 2017	True	True
ERR1146531	False	2449808	1000001	100	quant	1	['IU']	Thu Oct 26 19:59:54 2017	bootstrap	129918	74.40984571048293	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3292317	Thu Oct 26 19:51:45 2017	True	True
ERR1146532	False	2368562	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:48 2017	bootstrap	129918	59.17733046644557	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4002482	Thu Oct 26 19:52:00 2017	True	True
ERR1146533	False	2344415	1000001	100	quant	1	['IU']	Thu Oct 26 20:04:42 2017	bootstrap	129918	51.71684305150364	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4533175	Thu Oct 26 19:53:17 2017	True	True
ERR1146534	False	1809660	1000001	100	quant	1	['IU']	Thu Oct 26 20:06:47 2017	bootstrap	129918	43.234479787905784	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4185687	Thu Oct 26 19:53:26 2017	True	True
ERR1146535	False	632782	1000001	100	quant	1	['IU']	Thu Oct 26 20:00:38 2017	bootstrap	129918	12.6179728275153	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5014926	Thu Oct 26 19:53:39 2017	True	True
ERR1146536	False	2907490	1000001	100	quant	1	['IU']	Thu Oct 26 20:08:35 2017	bootstrap	129918	74.86409191668442	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3883691	Thu Oct 26 19:54:25 2017	True	True
ERR1146537	False	2927780	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:33 2017	bootstrap	129918	64.67467827010512	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4526934	Thu Oct 26 19:54:25 2017	True	True
ERR1146538	False	2922416	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:14 2017	bootstrap	129918	69.89680089470477	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4181044	Thu Oct 26 19:54:35 2017	True	True
ERR1146539	False	1750478	1000001	100	quant	1	['IU']	Thu Oct 26 20:01:19 2017	bootstrap	129918	59.03272791286586	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2965267	Thu Oct 26 19:55:32 2017	True	True
ERR1146540	False	2902264	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:44 2017	bootstrap	129918	59.237638890646494	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4899358	Thu Oct 26 19:55:39 2017	True	True
ERR1146541	False	2058126	1000001	100	quant	1	['IU']	Thu Oct 26 20:03:20 2017	bootstrap	129918	75.94120931001414	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2710157	Thu Oct 26 19:55:50 2017	True	True
ERR1146542	False	3047048	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:25 2017	bootstrap	129918	68.95062289921148	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4419174	Thu Oct 26 19:56:04 2017	True	True
ERR1146543	False	4017693	1000001	100	quant	1	['IU']	Thu Oct 26 20:09:33 2017	bootstrap	129918	77.2688694785222	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5199627	Thu Oct 26 19:56:18 2017	True	True
ERR1146544	False	3393147	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:10 2017	bootstrap	129918	75.95770729142252	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4467153	Thu Oct 26 19:56:33 2017	True	True
ERR1146545	False	2295283	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:38 2017	bootstrap	129918	58.34535684145238	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3933960	Thu Oct 26 19:56:37 2017	True	True
ERR1146546	False	2006389	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:29 2017	bootstrap	129918	66.73628379574008	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3006444	Thu Oct 26 19:56:49 2017	True	True
ERR1146547	False	1222115	1000001	100	quant	1	['IU']	Thu Oct 26 20:05:57 2017	bootstrap	129918	44.86760346204326	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2723825	Thu Oct 26 19:57:12 2017	True	True
ERR1146548	False	1624227	1000001	100	quant	1	['IU']	Thu Oct 26 20:04:17 2017	bootstrap	129918	74.91148167023722	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2168195	Thu Oct 26 19:57:12 2017	True	True
ERR1146549	False	1543920	1000001	100	quant	1	['IU']	Thu Oct 26 20:03:56 2017	bootstrap	129918	71.94210410804176	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2146059	Thu Oct 26 19:57:21 2017	True	True
ERR1146550	False	1847684	1000001	100	quant	1	['IU']	Thu Oct 26 20:06:51 2017	bootstrap	129918	72.33862458720193	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2554215	Thu Oct 26 19:57:41 2017	True	True
ERR1146551	False	2468748	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:53 2017	bootstrap	129918	78.59546487484249	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3141082	Thu Oct 26 19:57:49 2017	True	True
ERR1146552	False	2864498	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:34 2017	bootstrap	129918	71.15384567615575	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4025781	Thu Oct 26 19:57:50 2017	True	True
ERR1146553	False	2279842	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:30 2017	bootstrap	129918	55.20952498113544	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4129436	Thu Oct 26 19:57:54 2017	True	True
ERR1146554	False	1276410	1000001	100	quant	1	['IU']	Thu Oct 26 20:08:38 2017	bootstrap	129918	35.615430032579326	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3583868	Thu Oct 26 19:57:57 2017	True	True
ERR1146555	False	1974278	1000001	100	quant	1	['IU']	Thu Oct 26 20:08:18 2017	bootstrap	129918	73.13061644799716	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2699660	Thu Oct 26 19:57:57 2017	True	True
ERR1146556	False	2820104	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:08 2017	bootstrap	129918	67.17556233638471	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4198110	Thu Oct 26 19:58:18 2017	True	True
ERR1146557	False	3225697	1000001	100	quant	1	['IU']	Thu Oct 26 20:13:28 2017	bootstrap	129918	69.85629820396578	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4617618	Thu Oct 26 19:58:23 2017	True	True
ERR1146558	False	3215964	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:23 2017	bootstrap	129918	81.51646658661944	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3945171	Thu Oct 26 19:58:33 2017	True	True
ERR1146559	False	984140	1000001	100	quant	1	['IU']	Thu Oct 26 20:13:09 2017	bootstrap	129918	12.815849805022342	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	7679085	Thu Oct 26 19:58:47 2017	True	True
ERR1146560	False	2139531	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:39 2017	bootstrap	129918	53.111027372572615	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4028412	Thu Oct 26 19:58:56 2017	True	True
ERR1146561	False	2927611	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:37 2017	bootstrap	129918	78.42807433761932	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3732861	Thu Oct 26 19:58:59 2017	True	True
ERR1146562	False	2877962	1000001	100	quant	1	['IU']	Thu Oct 26 20:07:37 2017	bootstrap	129918	83.45426338606082	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3448550	Thu Oct 26 19:59:09 2017	True	True
ERR1146563	False	3257722	1000001	100	quant	1	['IU']	Thu Oct 26 20:09:22 2017	bootstrap	129918	75.21420446110473	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4331259	Thu Oct 26 19:59:12 2017	True	True
ERR1146564	False	3729561	1000001	100	quant	1	['IU']	Thu Oct 26 20:08:01 2017	bootstrap	129918	85.0752274433436	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4383839	Thu Oct 26 19:59:32 2017	True	True
ERR1146565	False	3673909	1000001	100	quant	1	['IU']	Thu Oct 26 20:12:42 2017	bootstrap	129918	79.70955410143368	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4609120	Thu Oct 26 19:59:36 2017	True	True
ERR1146566	False	1930906	1000001	100	quant	1	['IU']	Thu Oct 26 20:10:32 2017	bootstrap	129918	56.42353785499468	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3422164	Thu Oct 26 19:59:47 2017	True	True
ERR1146567	False	2399373	1000001	100	quant	1	['IU']	Thu Oct 26 20:17:59 2017	bootstrap	129918	58.32083968953539	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4114092	Thu Oct 26 19:59:49 2017	True	True
ERR1146568	False	2720160	1000001	100	quant	1	['IU']	Thu Oct 26 20:13:36 2017	bootstrap	129918	66.31166012202578	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4102084	Thu Oct 26 20:00:09 2017	True	True
ERR1146569	False	2711090	1000001	100	quant	1	['IU']	Thu Oct 26 20:09:04 2017	bootstrap	129918	86.74594169816741	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3125322	Thu Oct 26 20:00:25 2017	True	True
ERR1146570	False	3285535	1000001	100	quant	1	['IU']	Thu Oct 26 20:09:28 2017	bootstrap	129918	84.8048953236619	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3874228	Thu Oct 26 20:00:25 2017	True	True
ERR1146571	False	3251323	1000001	100	quant	1	['IU']	Thu Oct 26 20:10:22 2017	bootstrap	129918	79.08843037345929	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4110997	Thu Oct 26 20:00:50 2017	True	True
ERR1146572	False	3044125	1000001	100	quant	1	['IU']	Thu Oct 26 20:10:23 2017	bootstrap	129918	52.05439700518249	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5847969	Thu Oct 26 20:00:52 2017	True	True
ERR1146573	False	2814107	1000001	100	quant	1	['IU']	Thu Oct 26 20:12:15 2017	bootstrap	129918	70.31918548791138	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4001905	Thu Oct 26 20:00:53 2017	True	True
ERR1146574	False	790540	1000001	100	quant	1	['IU']	Thu Oct 26 20:10:24 2017	bootstrap	129918	69.06927634263268	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	1144561	Thu Oct 26 20:01:04 2017	True	True
ERR1146575	False	2723875	1000001	100	quant	1	['IU']	Thu Oct 26 20:16:14 2017	bootstrap	129918	60.053967271290595	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4535712	Thu Oct 26 20:01:19 2017	True	True
ERR1146576	False	4069621	1000001	100	quant	1	['IU']	Thu Oct 26 20:08:40 2017	bootstrap	129918	89.75660461709508	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4534063	Thu Oct 26 20:01:13 2017	True	True
ERR1146577	False	2630653	1000001	100	quant	1	['IU']	Thu Oct 26 20:12:42 2017	bootstrap	129918	63.96872389757332	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4112405	Thu Oct 26 20:01:20 2017	True	True
ERR1146578	False	4322369	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:37 2017	bootstrap	129918	79.77904825186765	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5417925	Thu Oct 26 20:01:20 2017	True	True
ERR1146579	False	3763561	1000001	100	quant	1	['IU']	Thu Oct 26 20:14:03 2017	bootstrap	129918	75.50457443775733	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4984547	Thu Oct 26 20:01:22 2017	True	True
ERR1146580	False	3969325	1000001	100	quant	1	['IU']	Thu Oct 26 20:13:49 2017	bootstrap	129918	77.25464268420093	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5137976	Thu Oct 26 20:01:33 2017	True	True
ERR1146581	False	2923454	1000001	100	quant	1	['IU']	Thu Oct 26 20:15:58 2017	bootstrap	129918	70.33425838713441	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4156515	Thu Oct 26 20:01:48 2017	True	True
ERR1146582	False	2635543	1000001	100	quant	1	['IU']	Thu Oct 26 20:17:12 2017	bootstrap	129918	71.52994505949333	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3684531	Thu Oct 26 20:01:58 2017	True	True
ERR1146583	False	2744898	1000001	100	quant	1	['IU']	Thu Oct 26 20:14:52 2017	bootstrap	129918	66.78639190689168	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4109966	Thu Oct 26 20:02:02 2017	True	True
ERR1146584	False	2270247	1000001	100	quant	1	['IU']	Thu Oct 26 20:15:27 2017	bootstrap	129918	29.12413124599747	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	7795072	Thu Oct 26 20:02:03 2017	True	True
ERR1146585	False	3191369	1000001	100	quant	1	['IU']	Thu Oct 26 20:15:28 2017	bootstrap	129918	76.89660373648742	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4150208	Thu Oct 26 20:02:05 2017	True	True
ERR1146586	False	4240740	1000001	100	quant	1	['IU']	Thu Oct 26 20:13:30 2017	bootstrap	129918	83.11053536186951	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5102530	Thu Oct 26 20:02:08 2017	True	True
ERR1146587	False	3274501	1000001	100	quant	1	['IU']	Thu Oct 26 20:13:58 2017	bootstrap	129918	67.83219796348104	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4827355	Thu Oct 26 20:02:15 2017	True	True
ERR1146588	False	3172849	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:06 2017	bootstrap	129918	79.6444220647387	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3983768	Thu Oct 26 20:02:23 2017	True	True
ERR1146589	False	2807382	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:54 2017	bootstrap	129918	58.77240379919112	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4776701	Thu Oct 26 20:02:24 2017	True	True
ERR1146590	False	3796794	1000001	100	quant	1	['IU']	Thu Oct 26 20:14:38 2017	bootstrap	129918	78.71913677513095	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4823216	Thu Oct 26 20:02:27 2017	True	True
ERR1146591	False	4311496	1000001	100	quant	1	['IU']	Thu Oct 26 20:17:11 2017	bootstrap	129918	76.54203993113961	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5632847	Thu Oct 26 20:02:27 2017	True	True
ERR1146592	False	2272768	1000001	100	quant	1	['IU']	Thu Oct 26 20:14:10 2017	bootstrap	129918	69.14877174620754	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3286780	Thu Oct 26 20:02:43 2017	True	True
ERR1146593	False	3395680	1000001	100	quant	1	['IU']	Thu Oct 26 20:14:29 2017	bootstrap	129918	80.00133819323652	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4244529	Thu Oct 26 20:02:47 2017	True	True
ERR1146594	False	2723452	1000001	100	quant	1	['IU']	Thu Oct 26 20:12:26 2017	bootstrap	129918	84.03192498055367	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3240973	Thu Oct 26 20:02:49 2017	True	True
ERR1146595	False	3340776	1000001	100	quant	1	['IU']	Thu Oct 26 20:15:16 2017	bootstrap	129918	68.91153319361706	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4847920	Thu Oct 26 20:02:58 2017	True	True
ERR1146596	False	3008026	1000001	100	quant	1	['IU']	Thu Oct 26 20:12:16 2017	bootstrap	129918	70.77042160737813	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4250400	Thu Oct 26 20:03:12 2017	True	True
ERR1146597	False	2515158	1000001	100	quant	1	['IU']	Thu Oct 26 20:13:30 2017	bootstrap	129918	78.68058907569097	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3196669	Thu Oct 26 20:03:20 2017	True	True
ERR1146598	False	2090166	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:13 2017	bootstrap	129918	59.653460895980906	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3503847	Thu Oct 26 20:03:47 2017	True	True
ERR1146599	False	1579509	1000001	100	quant	1	['IU']	Thu Oct 26 20:18:40 2017	bootstrap	129918	36.36259621241805	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4343774	Thu Oct 26 20:03:48 2017	True	True
ERR1146600	False	1472363	1000001	100	quant	1	['IU']	Thu Oct 26 20:13:26 2017	bootstrap	129918	58.27830847748249	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2526434	Thu Oct 26 20:03:57 2017	True	True
ERR1146601	False	4765100	1000001	100	quant	1	['IU']	Thu Oct 26 20:14:09 2017	bootstrap	129918	86.1166904559408	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5533306	Thu Oct 26 20:04:04 2017	True	True
ERR1146602	False	2875049	1000001	100	quant	1	['IU']	Thu Oct 26 20:15:36 2017	bootstrap	129918	85.25061920546591	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3372467	Thu Oct 26 20:04:03 2017	True	True
ERR1146603	False	2558122	1000001	100	quant	1	['IU']	Thu Oct 26 20:15:42 2017	bootstrap	129918	77.1843828259361	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3314300	Thu Oct 26 20:04:30 2017	True	True
ERR1146604	False	2034533	1000001	100	quant	1	['IU']	Thu Oct 26 20:15:40 2017	bootstrap	129918	66.65503621493338	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3052332	Thu Oct 26 20:04:47 2017	True	True
ERR1146605	False	1762522	1000001	100	quant	1	['IU']	Thu Oct 26 20:26:13 2017	bootstrap	129918	57.95108561989297	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3041396	Thu Oct 26 20:05:02 2017	True	True
ERR1146606	False	35945	1000001	100	quant	1	['IU']	Thu Oct 26 20:11:26 2017	bootstrap	129918	13.847262136819966	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	259582	Thu Oct 26 20:05:03 2017	True	True
ERR1146607	False	2690119	1000001	100	quant	1	['IU']	Thu Oct 26 20:16:51 2017	bootstrap	129918	53.186680350921655	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5057881	Thu Oct 26 20:05:22 2017	True	True
ERR1146608	False	3731208	1000001	100	quant	1	['IU']	Thu Oct 26 20:18:09 2017	bootstrap	129918	73.69712387872947	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5062895	Thu Oct 26 20:05:22 2017	True	True
ERR1146609	False	2814731	1000001	100	quant	1	['IU']	Thu Oct 26 20:17:38 2017	bootstrap	129918	72.62073415613737	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3875933	Thu Oct 26 20:05:27 2017	True	True
ERR1146610	False	2497179	1000001	100	quant	1	['IU']	Thu Oct 26 20:16:38 2017	bootstrap	129918	80.24091112694892	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3112102	Thu Oct 26 20:06:10 2017	True	True
ERR1146611	False	3043241	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:25 2017	bootstrap	129918	59.40540735744953	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5122835	Thu Oct 26 20:07:06 2017	True	True
ERR1146612	False	2352978	1000001	100	quant	1	['IU']	Thu Oct 26 20:17:39 2017	bootstrap	129918	64.58643161706942	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3643146	Thu Oct 26 20:07:13 2017	True	True
ERR1146613	False	1641174	1000001	100	quant	1	['IU']	Thu Oct 26 20:24:47 2017	bootstrap	129918	59.802247174634296	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2744335	Thu Oct 26 20:07:56 2017	True	True
ERR1146614	False	1442675	1000001	100	quant	1	['IU']	Thu Oct 26 20:20:58 2017	bootstrap	129918	54.04922922223135	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	2669187	Thu Oct 26 20:07:59 2017	True	True
ERR1146615	False	4164172	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:02 2017	bootstrap	129918	67.42359096749018	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6176135	Thu Oct 26 20:08:18 2017	True	True
ERR1146616	False	3584348	1000001	100	quant	1	['IU']	Thu Oct 26 20:19:55 2017	bootstrap	129918	72.8335494353408	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4921287	Thu Oct 26 20:08:22 2017	True	True
ERR1146617	False	2507049	1000001	100	quant	1	['IU']	Thu Oct 26 20:17:07 2017	bootstrap	129918	76.35234196409591	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3283526	Thu Oct 26 20:08:33 2017	True	True
ERR1146618	False	2680836	1000001	100	quant	1	['IU']	Thu Oct 26 20:19:57 2017	bootstrap	129918	72.41195170116372	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3702201	Thu Oct 26 20:08:37 2017	True	True
ERR1146619	False	2504062	1000001	100	quant	1	['IU']	Thu Oct 26 20:24:47 2017	bootstrap	129918	62.66402603395586	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3996012	Thu Oct 26 20:08:41 2017	True	True
ERR1146620	False	1350063	1000001	100	quant	1	['IU']	Thu Oct 26 20:18:25 2017	bootstrap	129918	41.02478784337285	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3290847	Thu Oct 26 20:08:43 2017	True	True
ERR1146621	False	2219901	1000001	100	quant	1	['IU']	Thu Oct 26 20:22:45 2017	bootstrap	129918	63.78882887107703	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3480078	Thu Oct 26 20:08:46 2017	True	True
ERR1146622	False	5552604	1000001	100	quant	1	['IU']	Thu Oct 26 20:19:38 2017	bootstrap	129918	85.45555924748805	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	6497651	Thu Oct 26 20:08:52 2017	True	True
ERR1146623	False	3219999	1000001	100	quant	1	['IU']	Thu Oct 26 20:18:55 2017	bootstrap	129918	77.22529431360242	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4169617	Thu Oct 26 20:08:57 2017	True	True
ERR1146624	False	3412287	1000001	100	quant	1	['IU']	Thu Oct 26 20:19:10 2017	bootstrap	129918	78.80022658932947	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4330301	Thu Oct 26 20:09:02 2017	True	True
ERR1146625	False	2551886	1000001	100	quant	1	['IU']	Thu Oct 26 20:20:40 2017	bootstrap	129918	68.4232456375551	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3729560	Thu Oct 26 20:09:08 2017	True	True
ERR1146626	False	1866619	1000001	100	quant	1	['IU']	Fri Oct 27 06:18:36 2017	bootstrap	129918	55.19340855598529	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3381960	Thu Oct 26 20:09:17 2017	True	True
ERR1146627	False	3249988	1000001	100	quant	1	['IU']	Thu Oct 26 20:19:47 2017	bootstrap	129918	80.94816807392463	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4014900	Thu Oct 26 20:09:27 2017	True	True
ERR1146628	False	1530166	1000001	100	quant	1	['IU']	Thu Oct 26 20:18:12 2017	bootstrap	129918	30.67301522519469	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4988639	Thu Oct 26 20:09:43 2017	True	True
ERR1146629	False	2447617	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:53 2017	bootstrap	129918	58.81730835545535	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4161389	Thu Oct 26 20:09:46 2017	True	True
ERR1146630	False	4684614	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:52 2017	bootstrap	129918	64.76610527730334	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	7233126	Thu Oct 26 20:09:48 2017	True	True
ERR1146631	False	2844325	1000001	100	quant	1	['IU']	Thu Oct 26 20:22:09 2017	bootstrap	129918	65.21017446772316	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4361781	Thu Oct 26 20:10:12 2017	True	True
ERR1146632	False	3184382	1000001	100	quant	1	['IU']	Thu Oct 26 20:20:55 2017	bootstrap	129918	80.48736532810969	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	3956375	Thu Oct 26 20:10:30 2017	True	True
ERR1146633	False	3086344	1000001	100	quant	1	['IU']	Thu Oct 26 20:21:56 2017	bootstrap	129918	66.97694847885307	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	4608069	Thu Oct 26 20:10:38 2017	True	True
ERR1146634	False	808240	1000001	100	quant	1	['IU']	Thu Oct 26 20:25:38 2017	bootstrap	129918	14.05495944052831	0.8.0	[]	4096	mapping	[477, 748, 1414, 2766, 101674]	5750568	Thu Oct 26 20:10:43 2017	True	True
